"Date","Days","Open","High","Low","Settle"
1001635200000,1306,8715,8855,8715,8848
1001894400000,1309,8760,8864,8760,8864
1001980800000,1310,8805,8974,8805,8974
1002067200000,1311,8865,9140,8865,9127
1002153600000,1312,9165,9165,9095,9095
1002240000000,1313,9130,9130,8965,9106
1002499200000,1316,9010,9066,9010,9066
1002585600000,1317,9069,9075,9045,9058
1002672000000,1318,9135,9280,9135,9260
1002758400000,1319,9365,9435,9365,9426
1002844800000,1320,9420,9420,9245,9356
1003104000000,1323,9285,9360,9250,9352
1003190400000,1324,9370,9415,9350,9386
1003276800000,1325,9470,9505,9196,9196
1003363200000,1326,9215,9215,9160,9189
1003449600000,1327,9160,9205,9091,9198
1003708800000,1330,9170,9403,9170,9403
1003795200000,1331,9435,9435,9359,9359
1003881600000,1332,9360,9373,9275,9336
1003968000000,1333,9240,9495,9240,9492
1004054400000,1334,9440,9605,9440,9515
1004313600000,1337,9486,9486,9213,9213
1004400000000,1338,9195,9195,9078,9110
1004486400000,1339,9120,9195,9045,9049
1004572800000,1340,9060,9265,9005,9244
1004659200000,1341,9200,9329,9200,9329
1004918400000,1344,9405,9475,9400,9434
1005004800000,1345,9411,9595,9370,9595
1005091200000,1346,9545,9625,9525,9560
1005177600000,1347,9620,9725,9560,9599
1005264000000,1348,9595,9620,9520,9616
1005523200000,1351,9580,9615,9370,9523
1005609600000,1352,9643,9770,9643,9763
1005696000000,1353,9780,9855,9750,9841
1005782400000,1354,9835,9900,9800,9887
1005868800000,1355,9920,9920,9796,9873
1006128000000,1358,9934,10004,9880,10002
1006214400000,1359,9960,9985,9900,9909
1006300800000,1360,9880,9905,9805,9836
1006473600000,1362,9800,9990,9800,9985
1006732800000,1365,9975,9995,9928,9973
1006819200000,1366,9950,10000,9839,9883
1006905600000,1367,9830,9831,9705,9716
1006992000000,1368,9736,9875,9695,9865
1007078400000,1369,9855,9890,9795,9838
1007337600000,1372,9790,9805,9700,9762
1007424000000,1373,9815,9930,9750,9926
1007510400000,1374,9940,10152,9935,10111
1007596800000,1375,10095,10185,10085,10111
1007683200000,1376,10105,10109,10005,10074
1007942400000,1379,10040,10075,9915,9916
1008028800000,1380,9935,10020,9865,9889
1008115200000,1381,9925,9929,9800,9898
1008201600000,1382,9855,9867,9725,9730
1008288000000,1383,9760,9850,9735,9839
1008547200000,1386,9835,9934,9810,9902
1008633600000,1387,9925,10020,9920,10012
1008720000000,1388,9925,10088,9915,10080
1008806400000,1389,10052,10079,9981,9988
1008892800000,1390,10060,10060,10010,10053
1009152000000,1393,10050,10060,10048,10048
1009324800000,1395,10140,10170,10105,10127
1009411200000,1396,10110,10145,10098,10145
1009497600000,1397,10160,10185,10122,10122
1009756800000,1400,10110,10110,9979,9979
1009929600000,1402,10030,10076,9978,10076
1010016000000,1403,10100,10205,10095,10191
1010102400000,1404,10240,10285,10210,10280
1010361600000,1407,10275,10300,10200,10209
1010448000000,1408,10200,10200,10140,10171
1010534400000,1409,10185,10220,10075,10086
1010620800000,1410,10090,10090,10035,10082
1010707200000,1411,10075,10090,9980,9992
1010966400000,1414,9965,9965,9885,9898
1011052800000,1415,9915,9970,9870,9930
1011139200000,1416,9865,9865,9692,9692
1011225600000,1417,9770,9845,9745,9813
1011312000000,1418,9740,9800,9735,9780
1011657600000,1422,9835,9835,9705,9716
1011744000000,1423,9720,9755,9695,9733
1011830400000,1424,9785,9850,9775,9799
1011916800000,1425,9760,9900,9760,9837
1012176000000,1428,9880,9895,9860,9871
1012262400000,1429,9875,9900,9595,9607
1012348800000,1430,9650,9775,9520,9775
1012435200000,1431,9760,9916,9760,9916
1012521600000,1432,9920,9925,9885,9916
1012780800000,1435,9865,9890,9680,9688
1012867200000,1436,9660,9750,9595,9665
1012953600000,1437,9665,9720,9610,9650
1013040000000,1438,9705,9720,9585,9598
1013126400000,1439,9640,9755,9605,9751
1013385600000,1442,9728,9885,9728,9871
1013472000000,1443,9820,9900,9795,9866
1013558400000,1444,9870,9990,9870,9990
1013644800000,1445,10000,10050,9965,10007
1013731200000,1446,9985,10005,9895,9905
1014076800000,1450,9855,9875,9735,9744
1014163200000,1451,9785,9973,9745,9973
1014249600000,1452,9940,10035,9832,9832
1014336000000,1453,9835,10000,9798,9998
1014595200000,1456,9985,10180,9985,10157
1014681600000,1457,10165,10195,10040,10108
1014768000000,1458,10143,10255,10070,10148
1014854400000,1459,10145,10240,10108,10108
1014940800000,1460,10165,10390,10135,10386
1015200000000,1463,10425,10610,10400,10582
1015286400000,1464,10550,10615,10434,10473
1015372800000,1465,10455,10615,10450,10583
1015459200000,1466,10605,10645,10480,10555
1015545600000,1467,10590,10675,10545,10592
1015804800000,1470,10575,10660,10525,10603
1015891200000,1471,10530,10660,10501,10657
1015977600000,1472,10680,10695,10485,10515
1016064000000,1473,10545,10569,10485,10535
1016150400000,1474,10580,10645,10530,10637
1016409600000,1477,10665,10675,10585,10601
1016496000000,1478,10640,10695,10640,10695
1016582400000,1479,10585,10585,10519,10519
1016668800000,1480,10485,10488,10472,10488
1016755200000,1481,10445,10475,10445,10454
1017014400000,1484,10385,10385,10319,10319
